Total classes 47.
Number of train samples : 6931
Total classes 47.
Number of val samples : 1733
=> creating model 'SpixelNet1l_bn'
=> setting adam solver
=> will save everything to /vulcanscratch/cmparam9/gh/dispTask/checkpoints/SceneFlow/SpixelNet1l_bn_adam_3000000epochs_epochSize6000_b8_lr5e-05_posW0.003_
/cfarhomes/cmparam9/.local/lib/python3.6/site-packages/torch/utils/data/dataloader.py:481: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
train Epoch: [0][0/866]	 Time 7.679 (7.679)	 Data 4.385 (4.385)	 Total_loss 152.295 (152.295)	 Loss_sem 3.275 (3.275)	 Loss_pos 149.020 (149.020)	
train Epoch: [1][240/866]	 Time 1.101 (0.964)	 Data 0.769 (0.655)	 Total_loss 27.283 (30.697)	 Loss_sem 0.987 (0.971)	 Loss_pos 26.296 (29.726)	
train Epoch: [1][250/866]	 Time 1.058 (0.963)	 Data 0.747 (0.653)	 Total_loss 13.091 (30.464)	 Loss_sem 0.935 (0.971)	 Loss_pos 12.156 (29.493)	
train Epoch: [1][260/866]	 Time 1.015 (0.964)	 Data 0.675 (0.654)	 Total_loss 46.387 (30.411)	 Loss_sem 0.977 (0.970)	 Loss_pos 45.411 (29.440)	
train Epoch: [1][270/866]	 Time 1.199 (0.963)	 Data 0.906 (0.654)	 Total_loss 24.315 (30.327)	 Loss_sem 0.932 (0.970)	 Loss_pos 23.384 (29.357)	
train Epoch: [1][280/866]	 Time 0.967 (0.962)	 Data 0.663 (0.652)	 Total_loss 55.774 (30.252)	 Loss_sem 1.048 (0.970)	 Loss_pos 54.726 (29.283)	
train Epoch: [1][290/866]	 Time 0.918 (0.962)	 Data 0.570 (0.652)	 Total_loss 15.952 (29.998)	 Loss_sem 0.932 (0.968)	 Loss_pos 15.020 (29.029)	
train Epoch: [1][300/866]	 Time 1.119 (0.962)	 Data 0.790 (0.652)	 Total_loss 33.971 (30.015)	 Loss_sem 0.954 (0.967)	 Loss_pos 33.017 (29.047)	
train Epoch: [1][310/866]	 Time 0.850 (0.960)	 Data 0.547 (0.651)	 Total_loss 31.538 (29.967)	 Loss_sem 0.969 (0.967)	 Loss_pos 30.570 (29.000)	
train Epoch: [1][320/866]	 Time 1.044 (0.961)	 Data 0.741 (0.651)	 Total_loss 28.286 (29.743)	 Loss_sem 0.984 (0.967)	 Loss_pos 27.302 (28.776)	
train Epoch: [1][330/866]	 Time 0.777 (0.960)	 Data 0.433 (0.650)	 Total_loss 28.575 (29.703)	 Loss_sem 1.008 (0.967)	 Loss_pos 27.567 (28.736)	
train Epoch: [1][340/866]	 Time 1.256 (0.960)	 Data 0.862 (0.650)	 Total_loss 30.171 (29.604)	 Loss_sem 0.951 (0.967)	 Loss_pos 29.220 (28.638)	
train Epoch: [1][350/866]	 Time 1.033 (0.960)	 Data 0.703 (0.651)	 Total_loss 26.965 (29.567)	 Loss_sem 0.920 (0.967)	 Loss_pos 26.045 (28.601)	
train Epoch: [1][360/866]	 Time 0.919 (0.960)	 Data 0.619 (0.650)	 Total_loss 22.435 (29.488)	 Loss_sem 0.980 (0.967)	 Loss_pos 21.455 (28.522)	
train Epoch: [1][370/866]	 Time 0.725 (0.958)	 Data 0.448 (0.648)	 Total_loss 30.175 (29.406)	 Loss_sem 0.992 (0.966)	 Loss_pos 29.183 (28.440)	
train Epoch: [1][380/866]	 Time 1.136 (0.958)	 Data 0.859 (0.648)	 Total_loss 21.167 (29.162)	 Loss_sem 0.878 (0.965)	 Loss_pos 20.288 (28.198)	
train Epoch: [1][390/866]	 Time 0.706 (0.957)	 Data 0.413 (0.648)	 Total_loss 22.627 (29.066)	 Loss_sem 0.985 (0.965)	 Loss_pos 21.642 (28.101)	
train Epoch: [1][400/866]	 Time 0.844 (0.956)	 Data 0.567 (0.646)	 Total_loss 25.967 (28.899)	 Loss_sem 1.000 (0.965)	 Loss_pos 24.968 (27.934)	
train Epoch: [1][410/866]	 Time 0.844 (0.956)	 Data 0.530 (0.646)	 Total_loss 27.773 (28.765)	 Loss_sem 0.947 (0.964)	 Loss_pos 26.827 (27.801)	
train Epoch: [1][420/866]	 Time 1.035 (0.956)	 Data 0.740 (0.646)	 Total_loss 15.339 (28.705)	 Loss_sem 0.881 (0.964)	 Loss_pos 14.458 (27.741)	
train Epoch: [1][430/866]	 Time 1.062 (0.956)	 Data 0.736 (0.645)	 Total_loss 21.339 (28.706)	 Loss_sem 0.893 (0.964)	 Loss_pos 20.446 (27.743)	
train Epoch: [1][440/866]	 Time 0.821 (0.955)	 Data 0.544 (0.645)	 Total_loss 42.424 (28.689)	 Loss_sem 0.997 (0.963)	 Loss_pos 41.427 (27.726)	
train Epoch: [1][450/866]	 Time 0.939 (0.956)	 Data 0.647 (0.646)	 Total_loss 53.450 (28.716)	 Loss_sem 0.997 (0.963)	 Loss_pos 52.453 (27.753)	
train Epoch: [1][460/866]	 Time 0.888 (0.956)	 Data 0.516 (0.646)	 Total_loss 22.856 (28.661)	 Loss_sem 0.884 (0.962)	 Loss_pos 21.972 (27.699)	
train Epoch: [1][470/866]	 Time 1.350 (0.956)	 Data 1.026 (0.646)	 Total_loss 32.932 (28.622)	 Loss_sem 1.043 (0.962)	 Loss_pos 31.889 (27.660)	
train Epoch: [1][480/866]	 Time 1.087 (0.956)	 Data 0.811 (0.646)	 Total_loss 19.831 (28.626)	 Loss_sem 0.992 (0.962)	 Loss_pos 18.839 (27.664)	
train Epoch: [1][490/866]	 Time 0.985 (0.955)	 Data 0.696 (0.645)	 Total_loss 30.644 (28.597)	 Loss_sem 1.040 (0.962)	 Loss_pos 29.604 (27.635)	
train Epoch: [1][500/866]	 Time 0.912 (0.955)	 Data 0.573 (0.645)	 Total_loss 23.568 (28.568)	 Loss_sem 0.936 (0.962)	 Loss_pos 22.631 (27.606)	
train Epoch: [1][510/866]	 Time 1.011 (0.955)	 Data 0.694 (0.645)	 Total_loss 13.953 (28.477)	 Loss_sem 0.892 (0.961)	 Loss_pos 13.061 (27.516)	
train Epoch: [1][520/866]	 Time 0.807 (0.955)	 Data 0.515 (0.645)	 Total_loss 30.236 (28.488)	 Loss_sem 0.980 (0.961)	 Loss_pos 29.256 (27.526)	
train Epoch: [1][530/866]	 Time 1.065 (0.955)	 Data 0.753 (0.644)	 Total_loss 34.495 (28.505)	 Loss_sem 0.902 (0.961)	 Loss_pos 33.594 (27.544)	
train Epoch: [1][540/866]	 Time 0.984 (0.955)	 Data 0.688 (0.645)	 Total_loss 22.233 (28.414)	 Loss_sem 0.891 (0.960)	 Loss_pos 21.342 (27.454)	
train Epoch: [1][550/866]	 Time 0.925 (0.955)	 Data 0.648 (0.644)	 Total_loss 27.779 (28.387)	 Loss_sem 0.950 (0.960)	 Loss_pos 26.830 (27.427)	
train Epoch: [1][560/866]	 Time 0.939 (0.954)	 Data 0.661 (0.644)	 Total_loss 20.976 (28.381)	 Loss_sem 0.910 (0.959)	 Loss_pos 20.066 (27.422)	
train Epoch: [1][570/866]	 Time 0.885 (0.954)	 Data 0.607 (0.644)	 Total_loss 22.189 (28.375)	 Loss_sem 0.963 (0.959)	 Loss_pos 21.226 (27.416)	
train Epoch: [1][580/866]	 Time 0.958 (0.954)	 Data 0.647 (0.644)	 Total_loss 38.946 (28.396)	 Loss_sem 0.975 (0.959)	 Loss_pos 37.971 (27.438)	
train Epoch: [1][590/866]	 Time 0.982 (0.954)	 Data 0.680 (0.643)	 Total_loss 43.978 (28.303)	 Loss_sem 1.034 (0.958)	 Loss_pos 42.944 (27.344)	
train Epoch: [1][600/866]	 Time 0.799 (0.954)	 Data 0.512 (0.643)	 Total_loss 28.341 (28.208)	 Loss_sem 1.004 (0.958)	 Loss_pos 27.337 (27.250)	
train Epoch: [1][610/866]	 Time 0.848 (0.954)	 Data 0.532 (0.643)	 Total_loss 25.209 (28.134)	 Loss_sem 0.901 (0.958)	 Loss_pos 24.308 (27.176)	
train Epoch: [1][620/866]	 Time 0.954 (0.954)	 Data 0.629 (0.643)	 Total_loss 28.387 (28.061)	 Loss_sem 0.955 (0.957)	 Loss_pos 27.431 (27.103)	
train Epoch: [1][630/866]	 Time 1.161 (0.954)	 Data 0.878 (0.644)	 Total_loss 20.192 (27.982)	 Loss_sem 0.943 (0.957)	 Loss_pos 19.249 (27.024)	
train Epoch: [1][640/866]	 Time 1.224 (0.954)	 Data 0.906 (0.643)	 Total_loss 27.478 (27.927)	 Loss_sem 0.931 (0.957)	 Loss_pos 26.547 (26.970)	
train Epoch: [1][650/866]	 Time 0.778 (0.953)	 Data 0.497 (0.643)	 Total_loss 24.133 (27.895)	 Loss_sem 0.960 (0.957)	 Loss_pos 23.174 (26.938)	
train Epoch: [1][660/866]	 Time 0.911 (0.953)	 Data 0.578 (0.643)	 Total_loss 17.626 (27.848)	 Loss_sem 0.941 (0.956)	 Loss_pos 16.685 (26.891)	
train Epoch: [1][670/866]	 Time 0.976 (0.953)	 Data 0.634 (0.642)	 Total_loss 25.572 (27.762)	 Loss_sem 1.001 (0.956)	 Loss_pos 24.571 (26.806)	
train Epoch: [1][680/866]	 Time 1.061 (0.953)	 Data 0.764 (0.642)	 Total_loss 19.478 (27.676)	 Loss_sem 0.943 (0.955)	 Loss_pos 18.535 (26.721)	
train Epoch: [1][690/866]	 Time 0.938 (0.952)	 Data 0.600 (0.642)	 Total_loss 27.679 (27.638)	 Loss_sem 0.991 (0.955)	 Loss_pos 26.688 (26.683)	
train Epoch: [1][700/866]	 Time 0.905 (0.953)	 Data 0.617 (0.642)	 Total_loss 21.398 (27.618)	 Loss_sem 0.912 (0.955)	 Loss_pos 20.486 (26.663)	
train Epoch: [1][710/866]	 Time 0.807 (0.952)	 Data 0.491 (0.642)	 Total_loss 26.105 (27.600)	 Loss_sem 0.898 (0.954)	 Loss_pos 25.207 (26.646)	
train Epoch: [1][720/866]	 Time 0.882 (0.952)	 Data 0.582 (0.642)	 Total_loss 26.745 (27.564)	 Loss_sem 0.961 (0.954)	 Loss_pos 25.784 (26.609)	
train Epoch: [1][730/866]	 Time 1.101 (0.952)	 Data 0.807 (0.642)	 Total_loss 16.782 (27.474)	 Loss_sem 0.941 (0.954)	 Loss_pos 15.841 (26.520)	
train Epoch: [1][740/866]	 Time 0.785 (0.952)	 Data 0.508 (0.642)	 Total_loss 21.922 (27.446)	 Loss_sem 0.928 (0.953)	 Loss_pos 20.994 (26.493)	
train Epoch: [1][750/866]	 Time 0.751 (0.951)	 Data 0.474 (0.641)	 Total_loss 22.288 (27.387)	 Loss_sem 0.948 (0.952)	 Loss_pos 21.340 (26.434)	
train Epoch: [1][760/866]	 Time 1.000 (0.951)	 Data 0.606 (0.641)	 Total_loss 11.455 (27.306)	 Loss_sem 0.873 (0.952)	 Loss_pos 10.582 (26.355)	
train Epoch: [1][770/866]	 Time 0.890 (0.951)	 Data 0.546 (0.641)	 Total_loss 16.767 (27.300)	 Loss_sem 0.928 (0.951)	 Loss_pos 15.839 (26.348)	
train Epoch: [1][780/866]	 Time 1.060 (0.951)	 Data 0.783 (0.641)	 Total_loss 30.034 (27.206)	 Loss_sem 0.992 (0.951)	 Loss_pos 29.042 (26.255)	
train Epoch: [1][790/866]	 Time 1.135 (0.951)	 Data 0.839 (0.641)	 Total_loss 18.431 (27.123)	 Loss_sem 0.895 (0.950)	 Loss_pos 17.536 (26.172)	
train Epoch: [1][800/866]	 Time 0.908 (0.951)	 Data 0.622 (0.641)	 Total_loss 20.673 (27.105)	 Loss_sem 0.972 (0.950)	 Loss_pos 19.700 (26.155)	
train Epoch: [1][810/866]	 Time 0.913 (0.951)	 Data 0.632 (0.641)	 Total_loss 24.289 (27.047)	 Loss_sem 0.965 (0.950)	 Loss_pos 23.324 (26.097)	
train Epoch: [1][820/866]	 Time 0.854 (0.951)	 Data 0.552 (0.641)	 Total_loss 23.259 (26.993)	 Loss_sem 0.875 (0.949)	 Loss_pos 22.384 (26.044)	
train Epoch: [1][830/866]	 Time 0.732 (0.951)	 Data 0.456 (0.641)	 Total_loss 15.264 (26.910)	 Loss_sem 0.887 (0.949)	 Loss_pos 14.376 (25.962)	
train Epoch: [1][840/866]	 Time 1.004 (0.951)	 Data 0.659 (0.641)	 Total_loss 14.732 (26.842)	 Loss_sem 0.895 (0.948)	 Loss_pos 13.837 (25.893)	
train Epoch: [1][850/866]	 Time 1.301 (0.951)	 Data 0.903 (0.641)	 Total_loss 23.376 (26.783)	 Loss_sem 0.900 (0.948)	 Loss_pos 22.475 (25.835)	
train Epoch: [1][860/866]	 Time 0.532 (0.950)	 Data 0.236 (0.639)	 Total_loss 13.237 (26.743)	 Loss_sem 0.889 (0.948)	 Loss_pos 12.348 (25.795)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
val Epoch: [1][0/216]	 Time 3.706 (3.706)	 Data 3.565 (3.565)	 Total_loss 28.610 (28.610)	 Loss_sem 27.659 (27.659)	 Loss_pos 0.952 (0.952)	
val Epoch: [1][10/216]	 Time 1.290 (1.215)	 Data 1.020 (1.064)	 Total_loss 26.826 (24.633)	 Loss_sem 25.904 (23.710)	 Loss_pos 0.922 (0.923)	
val Epoch: [1][20/216]	 Time 0.922 (1.061)	 Data 0.707 (0.908)	 Total_loss 19.333 (23.706)	 Loss_sem 18.366 (22.773)	 Loss_pos 0.966 (0.932)	
val Epoch: [1][30/216]	 Time 1.043 (1.012)	 Data 0.898 (0.866)	 Total_loss 21.606 (23.170)	 Loss_sem 20.640 (22.238)	 Loss_pos 0.967 (0.931)	
val Epoch: [1][40/216]	 Time 1.066 (0.999)	 Data 0.956 (0.854)	 Total_loss 21.187 (23.299)	 Loss_sem 20.278 (22.366)	 Loss_pos 0.909 (0.933)	
val Epoch: [1][50/216]	 Time 0.879 (0.971)	 Data 0.653 (0.825)	 Total_loss 30.504 (23.386)	 Loss_sem 29.587 (22.455)	 Loss_pos 0.917 (0.931)	
val Epoch: [1][60/216]	 Time 1.109 (0.967)	 Data 0.968 (0.821)	 Total_loss 22.656 (23.483)	 Loss_sem 21.734 (22.551)	 Loss_pos 0.922 (0.931)	
val Epoch: [1][70/216]	 Time 0.973 (0.959)	 Data 0.825 (0.815)	 Total_loss 19.536 (23.603)	 Loss_sem 18.554 (22.671)	 Loss_pos 0.982 (0.932)	
val Epoch: [1][80/216]	 Time 0.983 (0.956)	 Data 0.894 (0.813)	 Total_loss 20.745 (23.294)	 Loss_sem 19.830 (22.363)	 Loss_pos 0.915 (0.932)	
val Epoch: [1][90/216]	 Time 1.034 (0.950)	 Data 0.889 (0.806)	 Total_loss 24.670 (23.330)	 Loss_sem 23.766 (22.400)	 Loss_pos 0.904 (0.930)	
val Epoch: [1][100/216]	 Time 0.865 (0.938)	 Data 0.731 (0.795)	 Total_loss 35.910 (23.055)	 Loss_sem 34.938 (22.124)	 Loss_pos 0.972 (0.931)	
val Epoch: [1][110/216]	 Time 0.822 (0.934)	 Data 0.731 (0.793)	 Total_loss 24.692 (23.176)	 Loss_sem 23.748 (22.247)	 Loss_pos 0.944 (0.929)	
val Epoch: [1][120/216]	 Time 1.079 (0.931)	 Data 0.877 (0.789)	 Total_loss 17.577 (23.141)	 Loss_sem 16.630 (22.213)	 Loss_pos 0.947 (0.927)	
val Epoch: [1][130/216]	 Time 0.996 (0.927)	 Data 0.868 (0.786)	 Total_loss 23.005 (23.152)	 Loss_sem 22.095 (22.224)	 Loss_pos 0.909 (0.927)	
val Epoch: [1][140/216]	 Time 0.929 (0.921)	 Data 0.837 (0.782)	 Total_loss 28.891 (23.165)	 Loss_sem 27.940 (22.237)	 Loss_pos 0.951 (0.928)	
val Epoch: [1][150/216]	 Time 0.898 (0.918)	 Data 0.775 (0.777)	 Total_loss 18.623 (23.104)	 Loss_sem 17.705 (22.177)	 Loss_pos 0.918 (0.928)	
val Epoch: [1][160/216]	 Time 0.876 (0.916)	 Data 0.768 (0.776)	 Total_loss 15.386 (22.825)	 Loss_sem 14.471 (21.898)	 Loss_pos 0.915 (0.928)	
val Epoch: [1][170/216]	 Time 0.748 (0.914)	 Data 0.636 (0.775)	 Total_loss 15.938 (22.798)	 Loss_sem 15.010 (21.870)	 Loss_pos 0.928 (0.928)	
val Epoch: [1][180/216]	 Time 1.019 (0.912)	 Data 0.924 (0.774)	 Total_loss 30.083 (22.868)	 Loss_sem 29.129 (21.940)	 Loss_pos 0.954 (0.928)	
val Epoch: [1][190/216]	 Time 0.697 (0.910)	 Data 0.569 (0.772)	 Total_loss 19.523 (22.682)	 Loss_sem 18.567 (21.754)	 Loss_pos 0.956 (0.928)	
val Epoch: [1][200/216]	 Time 0.907 (0.910)	 Data 0.697 (0.771)	 Total_loss 38.124 (22.789)	 Loss_sem 37.176 (21.860)	 Loss_pos 0.948 (0.929)	
val Epoch: [1][210/216]	 Time 0.442 (0.903)	 Data 0.354 (0.765)	 Total_loss 19.962 (22.707)	 Loss_sem 19.040 (21.779)	 Loss_pos 0.922 (0.928)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
train Epoch: [2][0/866]	 Time 4.428 (4.428)	 Data 4.007 (4.007)	 Total_loss 33.715 (33.715)	 Loss_sem 0.848 (0.848)	 Loss_pos 32.866 (32.866)	
train Epoch: [2][10/866]	 Time 0.777 (1.365)	 Data 0.472 (1.035)	 Total_loss 39.219 (28.378)	 Loss_sem 0.899 (0.908)	 Loss_pos 38.320 (27.470)	
train Epoch: [2][20/866]	 Time 1.121 (1.191)	 Data 0.805 (0.870)	 Total_loss 23.258 (25.014)	 Loss_sem 0.939 (0.916)	 Loss_pos 22.319 (24.099)	
train Epoch: [2][30/866]	 Time 0.951 (1.107)	 Data 0.641 (0.791)	 Total_loss 15.339 (24.928)	 Loss_sem 0.900 (0.916)	 Loss_pos 14.439 (24.012)	
train Epoch: [2][40/866]	 Time 0.867 (1.076)	 Data 0.532 (0.762)	 Total_loss 18.210 (24.260)	 Loss_sem 0.957 (0.915)	 Loss_pos 17.254 (23.345)	
train Epoch: [2][50/866]	 Time 0.772 (1.049)	 Data 0.465 (0.736)	 Total_loss 20.414 (23.869)	 Loss_sem 0.967 (0.915)	 Loss_pos 19.447 (22.954)	
train Epoch: [2][60/866]	 Time 0.906 (1.029)	 Data 0.629 (0.717)	 Total_loss 30.748 (24.157)	 Loss_sem 0.942 (0.920)	 Loss_pos 29.806 (23.238)	
train Epoch: [2][70/866]	 Time 1.019 (1.017)	 Data 0.689 (0.705)	 Total_loss 18.329 (23.436)	 Loss_sem 0.970 (0.916)	 Loss_pos 17.358 (22.520)	
train Epoch: [2][80/866]	 Time 1.004 (1.011)	 Data 0.664 (0.699)	 Total_loss 15.513 (23.226)	 Loss_sem 0.881 (0.914)	 Loss_pos 14.632 (22.312)	
train Epoch: [2][90/866]	 Time 1.083 (1.004)	 Data 0.806 (0.693)	 Total_loss 18.350 (23.164)	 Loss_sem 0.968 (0.916)	 Loss_pos 17.382 (22.248)	
train Epoch: [2][100/866]	 Time 1.362 (1.001)	 Data 0.984 (0.689)	 Total_loss 30.803 (22.890)	 Loss_sem 0.901 (0.914)	 Loss_pos 29.902 (21.976)	
train Epoch: [2][110/866]	 Time 1.091 (0.996)	 Data 0.760 (0.684)	 Total_loss 19.703 (23.122)	 Loss_sem 0.895 (0.913)	 Loss_pos 18.809 (22.209)	
train Epoch: [2][120/866]	 Time 0.957 (0.990)	 Data 0.669 (0.679)	 Total_loss 10.740 (22.984)	 Loss_sem 0.887 (0.914)	 Loss_pos 9.852 (22.070)	
train Epoch: [2][130/866]	 Time 0.912 (0.986)	 Data 0.598 (0.675)	 Total_loss 20.755 (22.824)	 Loss_sem 0.891 (0.915)	 Loss_pos 19.864 (21.909)	
train Epoch: [2][140/866]	 Time 0.964 (0.985)	 Data 0.660 (0.674)	 Total_loss 16.219 (22.704)	 Loss_sem 0.958 (0.916)	 Loss_pos 15.261 (21.788)	
train Epoch: [2][150/866]	 Time 0.919 (0.983)	 Data 0.634 (0.674)	 Total_loss 22.664 (22.737)	 Loss_sem 0.977 (0.915)	 Loss_pos 21.687 (21.822)	
train Epoch: [2][160/866]	 Time 1.094 (0.982)	 Data 0.778 (0.674)	 Total_loss 20.072 (22.871)	 Loss_sem 0.924 (0.916)	 Loss_pos 19.149 (21.955)	
train Epoch: [2][170/866]	 Time 0.900 (0.979)	 Data 0.579 (0.671)	 Total_loss 24.687 (22.943)	 Loss_sem 0.950 (0.916)	 Loss_pos 23.737 (22.026)	
train Epoch: [2][180/866]	 Time 0.896 (0.977)	 Data 0.585 (0.670)	 Total_loss 21.218 (22.978)	 Loss_sem 0.944 (0.917)	 Loss_pos 20.274 (22.061)	
train Epoch: [2][190/866]	 Time 0.876 (0.975)	 Data 0.599 (0.667)	 Total_loss 11.870 (22.942)	 Loss_sem 0.813 (0.916)	 Loss_pos 11.058 (22.026)	
train Epoch: [2][200/866]	 Time 0.828 (0.973)	 Data 0.512 (0.666)	 Total_loss 10.767 (22.963)	 Loss_sem 0.942 (0.916)	 Loss_pos 9.826 (22.047)	
train Epoch: [2][210/866]	 Time 0.981 (0.972)	 Data 0.676 (0.665)	 Total_loss 19.173 (22.872)	 Loss_sem 0.840 (0.916)	 Loss_pos 18.333 (21.956)	
train Epoch: [2][220/866]	 Time 0.837 (0.971)	 Data 0.443 (0.663)	 Total_loss 26.380 (22.899)	 Loss_sem 0.919 (0.916)	 Loss_pos 25.461 (21.984)	
train Epoch: [2][230/866]	 Time 1.010 (0.969)	 Data 0.727 (0.661)	 Total_loss 16.944 (22.813)	 Loss_sem 0.852 (0.915)	 Loss_pos 16.091 (21.898)	
train Epoch: [2][240/866]	 Time 1.081 (0.968)	 Data 0.755 (0.660)	 Total_loss 31.405 (22.769)	 Loss_sem 0.926 (0.915)	 Loss_pos 30.479 (21.854)	
train Epoch: [2][250/866]	 Time 0.936 (0.968)	 Data 0.604 (0.659)	 Total_loss 36.420 (22.703)	 Loss_sem 0.968 (0.915)	 Loss_pos 35.452 (21.789)	
train Epoch: [2][260/866]	 Time 0.891 (0.965)	 Data 0.590 (0.657)	 Total_loss 19.812 (22.611)	 Loss_sem 0.861 (0.914)	 Loss_pos 18.950 (21.697)	
train Epoch: [2][270/866]	 Time 1.013 (0.965)	 Data 0.695 (0.657)	 Total_loss 19.222 (22.584)	 Loss_sem 0.878 (0.914)	 Loss_pos 18.344 (21.670)	
train Epoch: [2][280/866]	 Time 1.236 (0.966)	 Data 0.951 (0.658)	 Total_loss 26.300 (22.564)	 Loss_sem 0.985 (0.915)	 Loss_pos 25.315 (21.650)	
train Epoch: [2][290/866]	 Time 0.769 (0.964)	 Data 0.476 (0.656)	 Total_loss 25.346 (22.676)	 Loss_sem 0.926 (0.914)	 Loss_pos 24.421 (21.761)	
train Epoch: [2][300/866]	 Time 0.958 (0.964)	 Data 0.646 (0.655)	 Total_loss 21.530 (22.600)	 Loss_sem 0.896 (0.914)	 Loss_pos 20.633 (21.686)	
train Epoch: [2][310/866]	 Time 0.823 (0.962)	 Data 0.516 (0.654)	 Total_loss 26.118 (22.532)	 Loss_sem 0.964 (0.914)	 Loss_pos 25.154 (21.618)	
train Epoch: [2][320/866]	 Time 0.929 (0.962)	 Data 0.647 (0.654)	 Total_loss 18.923 (22.393)	 Loss_sem 0.927 (0.914)	 Loss_pos 17.996 (21.479)	
train Epoch: [2][330/866]	 Time 0.876 (0.961)	 Data 0.597 (0.653)	 Total_loss 21.135 (22.348)	 Loss_sem 0.842 (0.913)	 Loss_pos 20.293 (21.435)	
train Epoch: [2][340/866]	 Time 0.884 (0.961)	 Data 0.557 (0.653)	 Total_loss 12.959 (22.335)	 Loss_sem 0.850 (0.912)	 Loss_pos 12.109 (21.422)	
train Epoch: [2][350/866]	 Time 0.820 (0.960)	 Data 0.487 (0.652)	 Total_loss 17.432 (22.388)	 Loss_sem 0.902 (0.913)	 Loss_pos 16.531 (21.476)	
train Epoch: [2][360/866]	 Time 1.085 (0.961)	 Data 0.742 (0.653)	 Total_loss 22.906 (22.327)	 Loss_sem 0.898 (0.913)	 Loss_pos 22.008 (21.414)	
train Epoch: [2][370/866]	 Time 0.753 (0.960)	 Data 0.454 (0.651)	 Total_loss 18.079 (22.280)	 Loss_sem 0.881 (0.913)	 Loss_pos 17.199 (21.367)	
train Epoch: [2][380/866]	 Time 0.807 (0.960)	 Data 0.482 (0.651)	 Total_loss 20.323 (22.187)	 Loss_sem 0.823 (0.912)	 Loss_pos 19.500 (21.275)	
train Epoch: [2][390/866]	 Time 0.877 (0.960)	 Data 0.564 (0.651)	 Total_loss 23.038 (22.158)	 Loss_sem 0.901 (0.912)	 Loss_pos 22.137 (21.247)	
train Epoch: [2][400/866]	 Time 1.088 (0.960)	 Data 0.807 (0.651)	 Total_loss 22.328 (22.108)	 Loss_sem 0.890 (0.911)	 Loss_pos 21.438 (21.198)	
train Epoch: [2][410/866]	 Time 1.028 (0.960)	 Data 0.751 (0.651)	 Total_loss 13.514 (22.090)	 Loss_sem 0.874 (0.910)	 Loss_pos 12.640 (21.180)	
train Epoch: [2][420/866]	 Time 0.964 (0.960)	 Data 0.667 (0.651)	 Total_loss 31.533 (22.063)	 Loss_sem 0.913 (0.910)	 Loss_pos 30.620 (21.153)	
train Epoch: [2][430/866]	 Time 0.784 (0.959)	 Data 0.466 (0.650)	 Total_loss 13.258 (22.005)	 Loss_sem 0.811 (0.909)	 Loss_pos 12.447 (21.096)	
train Epoch: [2][440/866]	 Time 0.736 (0.958)	 Data 0.449 (0.649)	 Total_loss 23.661 (21.885)	 Loss_sem 0.942 (0.908)	 Loss_pos 22.719 (20.977)	
train Epoch: [2][450/866]	 Time 1.031 (0.958)	 Data 0.746 (0.650)	 Total_loss 33.793 (21.892)	 Loss_sem 0.952 (0.908)	 Loss_pos 32.841 (20.984)	
train Epoch: [2][460/866]	 Time 0.900 (0.958)	 Data 0.622 (0.649)	 Total_loss 19.598 (21.852)	 Loss_sem 0.868 (0.907)	 Loss_pos 18.730 (20.945)	
train Epoch: [2][470/866]	 Time 1.232 (0.959)	 Data 0.926 (0.650)	 Total_loss 28.201 (21.848)	 Loss_sem 0.914 (0.907)	 Loss_pos 27.287 (20.941)	
train Epoch: [2][480/866]	 Time 0.932 (0.958)	 Data 0.635 (0.649)	 Total_loss 21.450 (21.813)	 Loss_sem 0.922 (0.906)	 Loss_pos 20.528 (20.907)	
train Epoch: [2][490/866]	 Time 0.912 (0.958)	 Data 0.613 (0.650)	 Total_loss 33.974 (21.802)	 Loss_sem 0.929 (0.905)	 Loss_pos 33.045 (20.896)	
train Epoch: [2][500/866]	 Time 0.873 (0.958)	 Data 0.564 (0.649)	 Total_loss 18.526 (21.772)	 Loss_sem 0.905 (0.905)	 Loss_pos 17.621 (20.867)	
train Epoch: [2][510/866]	 Time 0.981 (0.958)	 Data 0.689 (0.649)	 Total_loss 20.361 (21.740)	 Loss_sem 0.870 (0.905)	 Loss_pos 19.490 (20.835)	
